,r1903c111_10m-3,r1903c117_50m-3,r1903c118_23m-3,r1903c119_11m-3,r1903c122_28m-3,r1903c123_10m-3,r1903c124_15m-3,r1903c126_45m-3,r1903c127_7m-3,r1903c129_26m-3,r1903c144_13m-3,rLas19c107_10m-3,rLas19c135_5m-3,rLas19c138_27m-3,ri1903c111_10m-1,ri1903c111_10m-2,ri1903c117_50m-1,ri1903c118_23m-2,ri1903c119_11m-2,ri1903c122_28m-1,ri1903c122_28m-2,ri1903c123_10m-2,ri1903c124_15m-1,ri1903c124_15m-2,ri1903c126_45m-1,ri1903c126_45m-2,ri1903c127_7m-2,ri1903c129_26m-1,ri1903c129_26m-2,ri1903c144_13m-2,riLas19c107_10m-2,riLas19c135_5m-1,riLas19c135_5m-2,riLas19c138_27m-1
TAX_509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77200,0,0,0,0,53000,0,0,0,0,0,0,70000,57200,54000,0,0,66800
TAX_510,0,0,0,0,0,0,0,59600,0,0,0,0,106800,82400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_511,0,0,0,0,0,0,0,0,0,0,0,0,439800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_512,0,269800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204200,0,227000,257400,311600,99800,76400,0,0,0,0,0,0,0,220800,0,0,0
TAX_513,0,61600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63600,63200,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_514,0,433000,0,0,0,0,0,0,0,0,0,0,0,0,275200,294800,95200,0,105000,465400,482600,126000,216000,148800,0,0,239800,232200,349400,156600,107200,267800,239800,0
TAX_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75600,64400,0,0,0,0,0,0,0,0,0,52600,0,155200,99200,0,0,0,0,196400
TAX_516,0,118000,0,68800,0,0,0,0,0,0,0,0,0,0,128400,124400,107000,0,89200,114600,100800,104800,114200,100200,0,0,102400,69800,60000,103200,102400,111200,103600,92600
TAX_517,0,69600,0,0,0,0,0,0,0,0,0,0,0,0,53600,51600,0,0,0,74200,73800,0,0,0,0,0,0,0,51200,0,0,0,0,0
TAX_518,0,148200,0,0,0,0,0,0,0,0,0,0,0,0,104000,104000,64800,0,0,130600,82800,70800,69200,54000,0,0,0,0,0,0,63400,57600,50200,0
TAX_519,0,346000,0,0,0,0,0,0,0,0,0,0,0,53000,409000,403600,389600,61200,344800,345800,284000,385200,408400,367800,0,0,358000,286200,207000,364000,395600,369200,367200,308200
TAX_520,0,165800,0,0,0,0,0,0,0,0,0,0,0,0,85600,90600,58600,0,0,182200,193800,232400,128600,73800,111600,121400,0,79800,119000,0,154200,0,0,85600
TAX_521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59800
TAX_522,0,356000,0,0,0,0,0,0,0,0,0,0,0,0,228800,251600,77000,0,168600,279200,373400,0,60000,0,0,0,192200,222200,315000,74800,0,295600,221800,0
TAX_523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91400,0,0,376000
TAX_524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,0,0,0,0,0
TAX_525,0,154400,0,0,0,0,0,0,0,0,0,0,0,0,111800,89000,96000,141200,0,82800,54800,0,0,0,51400,0,0,189400,150600,0,60200,66800,0,408600
TAX_526,0,58200,0,0,0,0,0,0,0,0,0,0,0,0,51800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_527,0,197800,0,0,0,0,0,0,0,0,0,0,0,0,161400,134400,94000,0,0,164400,148200,95200,83800,0,0,0,0,94600,92400,0,123400,0,0,140200
TAX_528,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,50400,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_529,0,105600,0,0,0,0,0,0,0,0,0,0,0,0,63400,0,89000,50600,74800,81000,0,0,71400,64800,0,0,63400,0,0,90600,73600,60200,73800,56200
TAX_530,0,122200,0,0,0,0,96800,0,0,0,0,0,0,55000,69000,0,0,0,0,58200,0,0,0,0,0,0,0,85800,0,0,0,0,0,157200
TAX_531,0,65800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61400
TAX_532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54400,0,0,0,0,0,0,0,0,0,0,0,0,53200,0,0,0,82800
TAX_533,0,174800,0,0,0,0,126600,0,0,0,0,0,0,0,104800,65400,93800,0,0,102000,0,0,51400,0,0,0,0,108000,0,111800,88600,69400,62800,243400
TAX_534,0,115400,0,0,0,0,99800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
TAX_535,0,289000,0,92800,0,0,115000,68400,0,0,0,0,0,123800,175000,130400,275000,110200,235200,297000,0,135800,213600,208800,0,0,266000,152400,53600,334000,236400,245600,309200,232200
TAX_536,0,90200,0,0,0,0,0,0,0,0,0,0,0,0,56400,0,0,0,0,59400,0,0,0,0,0,0,0,0,0,59800,0,0,55600,86200
TAX_537,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_538,0,363000,0,0,0,0,270000,120800,0,0,0,0,80000,174400,247000,206200,178000,190200,88400,196000,73400,76400,123000,94600,117800,102800,95400,267600,136000,186000,168200,131800,138200,388400
TAX_539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58600
TAX_540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172400
TAX_541,0,83600,0,0,0,0,71400,0,0,0,0,0,0,0,54400,0,0,0,0,0,0,0,0,0,0,0,0,74200,0,0,0,0,0,133600
TAX_542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65800,0,0,112600
TAX_543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200
TAX_544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140200
TAX_545,0,50600,0,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225600
TAX_546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60800
TAX_547,0,66800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66400,56200,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_548,0,267200,0,0,0,0,0,0,0,0,0,0,0,0,51200,54200,0,0,0,266600,239000,0,0,0,0,0,0,0,0,0,0,80400,54800,53200
TAX_549,0,0,0,0,0,0,0,52600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_550,0,0,0,0,0,0,64600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65800,0,0,0,0,0,246600
TAX_551,0,76200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100200
TAX_552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,68800
TAX_553,0,155600,0,0,0,0,239000,0,0,0,0,0,0,0,160800,126000,114800,0,0,77000,0,84600,73200,59200,247400,246200,0,101200,71800,62000,195200,0,0,539200
TAX_554,0,0,0,0,0,0,85200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59800,56000,0,0,0,0,0,0,0,97800
TAX_555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59800
TAX_556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269200
TAX_557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117000
TAX_558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51600,0,0,0,0,0,0,0,0
TAX_559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67000
TAX_560,0,182800,0,0,0,0,175800,0,0,0,0,0,0,72600,89600,0,0,0,0,76600,0,0,0,0,0,0,0,103400,0,68600,0,0,0,240600
TAX_561,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_562,0,243800,0,0,0,0,0,0,0,0,0,0,0,115800,368400,368200,0,0,0,205000,227200,0,158000,108400,0,0,374000,386600,429400,105600,0,385800,383400,0
TAX_563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97800,98400,0,0,0,0,0,0,0,0,0,0,76600,130200,197600,0,0,176400,139600,0
TAX_564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64200,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_565,0,0,0,0,0,0,57200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69200,75600,0,0,0,0,0
TAX_566,0,149000,0,0,0,0,0,0,0,0,0,0,0,70800,59000,65000,0,117000,0,126800,145000,0,0,0,154800,170400,62400,301600,317000,0,102600,104600,92400,200600
TAX_567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304000
TAX_568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000
TAX_569,0,89200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133400,0,0,0,0,0,0,0,0,0,0,406200,87000,70000,0,0,111000,92200
TAX_570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51600,0,0,0,0,0,0,0,0,0,0,106200,98600,0,0,63800,0,0
TAX_571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000,0,0,172800
TAX_572,0,0,0,0,0,0,0,0,0,0,0,0,0,83200,0,0,0,0,56200,0,0,0,0,0,0,0,124200,139000,296400,0,0,152800,0,0
TAX_573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0
TAX_574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000
TAX_575,0,62000,0,0,0,0,0,76600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,78200,0,0,54400,0,0,0,0,434400
TAX_576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457400
TAX_577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114600
TAX_578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152000
TAX_579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139400
TAX_580,0,58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000
TAX_581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93000,98600,54000,74000,97800,0,0,0,0,186000,0,0,577800
TAX_582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111400
TAX_583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53400
TAX_584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53200,59200,0,0,65800,0,0,0,0,193400
TAX_585,0,0,0,0,0,0,0,152600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_586,0,72800,0,61200,0,0,0,547200,0,0,0,0,0,97200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124400
TAX_587,0,0,0,228600,0,0,0,108400,0,131800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_588,0,0,0,83200,0,0,0,0,0,0,0,0,127600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_589,0,120200,0,99800,0,0,0,112000,0,0,0,0,72400,128800,0,0,0,0,0,0,0,0,0,0,0,0,0,77800,75000,0,0,76200,57400,51400
TAX_590,0,122200,0,132000,0,0,0,168800,0,66800,0,0,65600,191800,0,0,0,0,0,0,0,0,0,0,0,0,0,88200,98200,0,0,66000,0,62400
TAX_591,0,884200,0,993800,0,65200,70600,1066000,0,544800,172800,0,830200,942800,238000,235200,326000,159200,124000,189000,213200,228000,220800,201800,108400,119800,332400,540600,501000,212000,464400,427400,417400,668600
TAX_592,0,50800,0,126000,0,0,0,141200,0,0,0,0,0,270200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_593,0,0,0,0,0,0,0,64600,0,0,0,0,0,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_594,0,719800,0,749000,0,243200,0,928600,0,439000,100600,0,423600,1140800,312800,299600,170600,83600,61200,114800,155400,69600,76200,73000,61000,82800,191400,664600,707400,104000,215800,545600,308600,418200
TAX_595,0,223200,0,223600,0,0,0,240400,0,100000,0,0,128800,208800,53000,51200,70800,0,0,0,0,0,0,0,0,0,106800,171000,148800,66800,80800,157600,130200,102200
TAX_596,0,0,0,0,0,0,0,0,0,0,0,0,0,103400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_597,0,0,0,0,0,0,0,168400,0,0,0,0,0,121400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_598,0,0,0,111400,0,0,0,116200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51800
TAX_599,0,0,0,0,0,0,0,511800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128800
TAX_600,0,0,0,0,0,0,0,78200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_601,0,0,0,0,0,0,0,223400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61600
TAX_603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92400
TAX_604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52800,54800,0,0,63200,0,0,0,0,130000
TAX_605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58200,0,0,0,0,0,0,0,0,0,0,0,0,51800,0,0,0,0,304600
TAX_606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000
TAX_607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69400
TAX_608,0,195200,0,378000,0,0,0,74000,0,98000,0,0,62200,69000,340600,452600,258800,62600,77200,384200,635600,416600,164400,196200,901400,1070800,243600,626600,1235600,184600,269400,248800,294600,2438600
TAX_609,0,0,0,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58400,0,0,0,73600,97400,0,51600,148000,0,0,0,0,343800
TAX_610,0,58800,0,55400,0,0,0,0,0,0,0,0,0,0,67400,89400,0,0,0,72400,92200,52400,0,0,142600,169400,53400,99800,193000,0,0,53800,68200,407400
TAX_611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66200,0,0,0,50600,72200,53400,0,0,110600,129800,0,69800,146600,0,0,0,0,287800
TAX_612,0,0,0,72200,0,0,0,0,0,0,0,0,0,0,0,51000,0,0,0,0,51200,0,0,0,75200,89200,0,0,104800,0,0,0,0,236000
TAX_613,0,56200,0,109400,0,0,0,0,0,0,0,0,0,0,59800,84600,0,0,0,55800,54400,65000,0,0,97000,103200,83800,63600,118200,64200,55000,73000,90600,256400
TAX_614,0,70200,0,107200,0,0,0,0,0,0,0,0,0,0,86800,101000,68600,0,0,77800,123000,92600,0,53200,167000,215200,74400,114200,231800,59000,79000,76800,77200,471800
TAX_615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60200,0,0,66400,0,0,0,0,152000
TAX_616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61000,0,0,0,0,115400
TAX_617,0,0,0,85800,0,0,0,0,0,0,0,0,0,0,57600,70600,0,0,0,61200,85800,61200,0,0,134400,158600,0,80400,178400,0,51600,0,0,376400
TAX_618,0,0,0,57400,0,0,0,0,0,0,0,0,0,0,0,55800,0,0,0,0,123400,58800,0,0,265400,332000,0,128200,353400,0,0,0,0,578600
TAX_619,0,71800,0,104000,0,0,0,0,0,0,0,0,0,0,55000,81000,59200,0,0,68200,77800,76600,0,0,119000,146000,50200,85600,162000,0,62200,56000,60400,403800
TAX_620,0,0,0,51200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61200,71400,0,0,66200,0,0,0,0,174200
TAX_621,0,152200,0,315000,0,0,0,65200,0,77000,0,0,0,84400,282200,383600,210200,55000,67800,306200,388200,341800,125000,135200,549200,668000,190600,379800,747800,129800,275800,240200,212000,1429600
TAX_622,0,75000,0,134000,0,0,0,0,0,0,0,0,0,0,145400,194200,119000,0,0,155000,215000,165800,78800,102800,311000,392400,104400,208800,415400,87200,131800,114400,118200,822400
TAX_623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,59600,0,0,0,0,134000
TAX_624,0,88200,0,118400,0,0,0,0,0,0,0,0,0,0,125000,151800,96600,50200,0,125000,252400,140800,82600,74200,368800,445800,79400,235400,477800,61400,107600,96000,104600,980400
TAX_625,0,0,0,73800,0,0,0,0,0,0,0,0,0,0,69400,79400,52800,0,0,71200,100800,68200,0,0,145200,178800,0,93000,191200,0,56800,0,59000,380200
TAX_626,0,55200,0,121600,0,0,0,0,0,0,0,0,0,0,80200,100000,67000,0,0,88600,124400,91000,0,56800,189800,242000,66200,123800,254400,52400,77400,80400,82800,552800
TAX_627,0,191600,0,321400,0,0,0,58000,0,120200,0,0,0,119200,255600,316200,179000,0,55400,251200,328400,279400,145000,166400,537000,656000,204200,327400,753800,180400,231000,223800,232400,1432000
TAX_628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52600,62800,0,0,74800,0,0,0,0,154200
TAX_629,0,51400,0,96000,0,0,0,0,0,0,0,0,0,0,97600,127400,77200,0,0,109800,170000,107400,56400,66400,241800,291200,71400,155600,320000,57800,83400,75000,87200,632000
TAX_630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55800,0,0,0,0,111800
TAX_631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60600,72000,0,0,138200,0,0,0,0,307200
TAX_632,0,0,0,53400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59600,0,0,71200,0,0,0,0,162600
TAX_633,0,0,0,59800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62200,60600,0,0,68600,0,0,0,0,148600
TAX_634,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,77600,203200,0,0,207000,0,0,0,0,640400
TAX_635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109200
TAX_636,0,0,0,134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55200,0,0,0,0,0,51800,53000
TAX_637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52600
TAX_638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102200
TAX_639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102200
TAX_640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50600,0,0,53600,0,0,0,0,110200
TAX_641,0,0,0,52600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62200,0,0,64000,0,0,0,0,140000
TAX_642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60800,71600,0,0,84600,0,0,0,0,445000
TAX_643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110400,153600,0,0,176400,0,0,0,0,545200
TAX_644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,0,0,108000
TAX_645,0,57800,0,124200,0,0,0,0,0,65600,0,0,0,0,0,0,0,0,0,0,0,50800,0,0,58600,68800,52400,0,66200,0,0,0,55400,158600
TAX_646,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,52800,62200,0,0,0,0,75800,62600,0,0,101200,123800,0,71200,135400,0,0,0,57800,277400
TAX_647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51400,0,0,0,80000,104800,0,52600,104600,0,0,0,0,206600
TAX_648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,73600,0,0,86400,0,0,0,0,179600
TAX_649,0,1818200,0,62600,0,0,706400,94600,0,0,0,0,0,335400,707800,667400,265600,55800,72000,599200,758200,232200,145600,140400,1025400,1146000,77400,1961600,2105400,104800,399600,114400,82200,4411000
TAX_650,0,1883200,0,0,0,0,544000,0,0,0,0,0,0,100200,2249000,2412000,1638400,1058200,460800,2611600,3352200,1385600,763000,694200,3671400,3747400,185600,3537200,3634000,455000,3115400,360000,198400,3743000
TAX_651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62600,0,0,73400,0,0,0,0,143200
TAX_652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,76200,0,0,95400,0,0,0,0,188200
TAX_653,0,246600,0,0,0,0,0,0,0,0,0,0,0,0,567000,843200,640000,0,205400,459800,1332800,823400,156000,293200,1710200,2446200,740000,2594600,5476400,531400,844000,680400,477400,6277400
TAX_654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57400,74800,0,0,80800,0,0,0,0,180800
TAX_655,0,995600,0,1024200,0,0,0,1154200,0,977400,0,0,138600,202000,75600,56000,0,0,0,93200,186200,0,0,0,0,55000,0,0,118600,0,73400,0,0,447000
TAX_656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57800
TAX_657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89800,87400,0,0,0,77200,126400,0,0,0,192000,336400,0,58400,182000,0,56600,0,0,661600
TAX_658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75200
TAX_659,0,0,0,0,0,0,0,0,0,0,0,0,0,56800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106400
TAX_660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152800
TAX_661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59800,70400,0,0,83000,0,0,0,0,164600
TAX_662,0,58200,0,167600,0,0,0,171400,0,102200,0,0,634000,98600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80800
TAX_663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81600
TAX_664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000
TAX_665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89600
TAX_666,0,0,0,61200,0,0,0,0,0,0,0,0,0,0,0,53400,0,0,0,0,57000,55000,0,0,80200,102800,0,55200,112200,0,0,0,50600,198600
TAX_667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000
TAX_668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90400
TAX_669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62800
TAX_670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,114000
TAX_671,0,0,0,107000,0,0,0,0,0,0,0,0,0,0,77600,79000,0,0,0,63200,84400,73400,0,0,115000,140000,0,104600,154600,0,57800,56600,63400,367000
TAX_672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69400
TAX_673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65200
TAX_674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000
TAX_675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61800,0,0,63000,0,0,0,0,145600
TAX_676,0,65000,0,93800,0,0,0,0,0,0,0,0,0,0,58400,98200,60800,0,0,85400,108200,88200,0,0,143800,171000,59000,83600,194200,55400,72800,51800,71400,387600
